0819790410911900183303805Jesús                    González                 Lozano                                      024S
0819790410911900183303805Gaudencio                García                   Lozano                                      033S
0819790410911900183303805Fidencio                 Martínez                 González                                    022S
0919790410912000227001602Pedro                    Moriana                  Martínez                                    014S
0919790410912000227001602Fernando                 Ocio                     Estefano                                    018S
0919790410912000230901003Socorro                  Marroquín                Cort.                                       017S
0919790410912000230901003Marcelino                Arce                     Salazar                                     016S
0919790410912000230901003Gregorio                 Moriana                  Martínez                                    004N
0919790410912000230901003Florencio                Zárate                   Nogrado                                     004S
0919790410912000230901003Ana Mª                   Alonso                   Riaño                                       002N
0819790410912200227005305Mª Luisa                 Martínez                 Herrera                                     055S
0819790410912200227005305Marcos                   Álvaro                   Aragón                                      059S
0819790410912200227005305Juan                     Nebreda                  Núñez                                       035S
0819790410912200227005305Cesáreo                  García                   Peña                                        035S
0819790410912200227005305Antonio                  Aragón                   Andrés                                      030S
0919790410912300019101603Ramón                    Santa Cruz               Oca                                         023S
0919790410912300019101603Manuel                   Calleja                  Corral                                      003N
0919790410912300019101603José Mª                  Fernández                                                            020S
0919790410912300019101603Emilio                   Cuenca                   de Moral                                    006N
0919790410912300019101603Aurelio                  Uzquiza                  Herrero                                     013S
0919790410912300024801302Vicente                  Busto                    Corral                                      000N
0919790410912300024801302Restituto                Busto                    Corral                                      011N
0919790410912300024801302Paulino                  Valladolid               Uzquiza                                     023S
0919790410912300024801302Isidro                   Mateo                    Ayala                                       014S
0919790410912300024801302Francisco                Uzquiza                  Oca                                         007N
0819790410912700183303001Vivencio                 Angulo                   Orcajo                                      015N
0819790410912700183303001Ricardo                  Núñez                    Aragón                                      023N
0819790410912700183303001José                     Orcajo                   Núñez                                       015N
0819790410912700183303001Félix                    Valpuesta                Núñez                                       045S
0819790410912700183303001Eutimio                  Izquierdo                Núñez                                       024N
0819790410912700226503604Heleodoro                Barbero                  Angulo                                      016N
0819790410912700226503604Fidel                    Angulo                   Núñez                                       025S
0819790410912700226503604Faustino                 Orcajo                   Sierra                                      031S
0819790410912700226503604César                    Valpuesta                Núñez                                       046S
0819790410912700226503604Afrodisio                Orcajo                   Núñez                                       028S
0819790410912800021803105Tomás                    Gonzalo                  Moral                                       036S
0819790410912800021803105Jesús Mª                 Pérez                    Moral                                       015S
0819790410912800021803105Gaudencio                Gonzalo                  Gonzalo                                     037S
0819790410912800021803105Francisco                Melgosa                  Moral                                       021S
0819790410912800021803105Andrés                   Arcos                    Arcos                                       017S
0819790410912900219311905Roberto                  Arecha                   Alarcia                                     055S
0819790410912900219311905Ramón                    Gómez                    García                                      028N
0819790410912900219311905Marcos                   Alarcia                  Vitores                                     062S
0819790410912900219311905Julián                   Abajo                    Vitores                                     038N
0819790410912900219311905Jorge                    Esteban                  Córdoba                                     038N
0819790410912900219311905Isaac                    Gonzalo                  Gonzalo                                     051S
0819790410912900219311905Fortunato                Alarcia                  García                                      060S
0819790410912900219311905Desiderio                Peña                     Hernando                                    036N
0819790410912900219311905Alejandro                Ortiz                    Alarcia                                     051N
0819790410912900219311905Alejandro                Alarcia                  Vitores                                     058S
0819790410913000227002405Serafín                  San Román                Ciguenza                                    014S
0819790410913000227002405Juan                     de Miguel                Alonso                                      019S
0819790410913000227002405José L.                  Córdoba                  López                                       016S
0819790410913000227002405José A.                  Gómez                    Silvestre                                   013S
0819790410913000227002405Heliodoro                Riaño                    Sancha                                      034S
0919790410913300227002205Valeriano                Ruiz                     Ruiz                                        021S
0919790410913300227002205Paulino                  García                   Ruiz                                        020S
0919790410913300227002205Julián                   López                    Arroyo                                      016S
0919790410913300227002205Francisco J.             López                    Mung.                                       015S
0819790413402000183303205Germán                   Berrueco                 Fernández                                   014S
0819790413402000183303205Evelio                   Fernández                Rodríguez                                   027S
0819790413402000183303205Constantino              Villegas                 Gutiérrez                                   025S
0819790413402000183303205Andrés                   Rodríguez                Noriega                                     047S
0919790413402400183301305Vidal                    Seco                     García                                      012S
0919790413402400183301305Luis                     Revilla                  García                                      013S
0919790413402400183301305Herminio                 Merino                   Plaza                                       008S
0919790413402400183301305Fidel                    Merino                   García                                      008S
0919790413402400183301305Fernando                 Diez                     García                                      011S
0819790413402500227003605Teófilo                  Franco                   Pardo                                       026S
0819790413402500227003605Rafael                   Corniero                 González                                    032S
0819790413402500227003605Pedro                    Prado                    Ruiz                                        024S
0819790413402500227003605Gerardo                  Herrero                  García                                      034S
0819790413402500227003605Félix                    Herrero                  Fernández                                   030S
0919790413403100183303805Virgilia                 Matilla                  Blanco                                      000N
0919790413403100183303805Valentín                 Marcos                   Felipe                                      005N
0919790413403100183303805Prisciliano              Sahagún                  Macías                                      022S
0919790413403100183303805Modesto                  Arrontes                 Andrés                                      025S
0919790413403100183303805José Antonio             de Castro                Díaz                                        014N
0919790413403100183303805Francisco                Pastro                   Argüello                                    019S
0919790413403100183303805Donato                   García                   Caballero                                   016N
0919790413403100183303805Clotilde                 Días                     Belmonte                                    000N
0919790413403100183303805Aureliano                Arias                    Serrano                                     028S
0919790413403100183303805Anselmo                  Agúndez                  Román                                       026S
0819790413403200183305804Miguel Ángel             Peña                     Gonzalo                                     057S
0819790413403200183305804Juan Manuel              Díaz                     López                                       064S
0819790413403200183305804Francisco                López                    García                                      054S
0819790413403200183305804Evencio                  Serrano                  Bárcena                                     020N
0819790413403200183305804Alpiniano                Fernández                Gil                                         040S
0819790413403200219702801Julián                   Fernández                Muñoz                                       010N
0819790413403200219702801José Mª                  Fernández                Muñoz                                       032S
0819790413403200219702801José Ignacio             Serrano                  Bárcena                                     020N
0819790413403200219702801Eugenio                  Sánchez                  López                                       022N
0819790413403200219702801Eleuterio                de la Arena              Serrano                                     031N
0919790413403300183300805Miguel Ángel             del Valle                Bezos                                       003S
0919790413403300183300805Martiniano               Castañeda                Sánchez                                     006S
0919790413403300183300805Gonzalo                  Sánchez                  Sánchez                                     011S
0919790413403300183300805Germán                   Caballero                Caballero                                   006S
0919790413403300183300805Félix                    Ramos                    Álvarez                                     008S
0819790413403900183304105Lázaro                   Mata                     Miguel                                      019S
0819790413403900183304105Juan                     Miguel                   Mata                                        061S
0819790413403900183304105Isidro                   Fernández                Medina                                      031S
0819790413403900183304105Damián                   Gonzalo                  Mata                                        029S
0819790413403900183304105Antonio                  Miguel                   Gonzalo                                     025S
0819790413404100227005205Mariano                  Martín                   Duque                                       066S
0819790413404100227005205Manuel                   Franco                   Martín                                      071S
0819790413404100227005205Isidoro                  Martín                   Herrero                                     014S
0819790413404100227005205Amando                   Campo                    de la Parte                                 017S
0819790413404100227005205Alfredo                  Campo                    Marín                                       043S
0819790413404500183311105Valentín                 Belerda                  Albillo                                     054S
0819790413404500183311105Teodoro                  Lopezuazo                Sánchez                                     052S
0819790413404500183311105Saturnino                Ramos                    García                                      041N
0819790413404500183311105Santiago                 Sánchez                  Herrejón                                    023N
0819790413404500183311105Rafael                   del Valle                Bezos                                       054S
0819790413404500183311105Marcos                   Illana                   Caballero                                   055S
0819790413404500183311105Julio                    Usano                    Delgado                                     024N
0819790413404500183311105José Mª                  López                    Pérez                                       056S
0819790413404500183311105Herminio                 Domingo                  de Castro                                   040N
0819790413404500183311105Delfín                   Diez                     Albillo                                     048N
0919790413404600227002705Mariano                  Zapatero                 Vega                                        024S
0919790413404600227002705Juan                     Martínez                 Salomón                                     027S
0919790413404600227002705Heraclio                 Laso                     Guindós                                     016S
0919790413404600227002705Félix                    Buzón                    Silva                                       026S
0919790413404600227002705Domingo                  Garrido                  Calonge                                     015S
0819790413404800183306705Ángel                    de la Torre              García                                      032S
0819790413404800183306705Ursinio                  Sahagún                  Macías                                      006N
0919790414000600227004105Damián                   Martín                   Francisco                                   042S
0819790414000700209800000Juan Felipe              de Bilbao                Mato                                        000N
0819790414000700211803601Nicolás                  Berzal                   Encinas                                     038N
0819790414000700211803601Mariano                  Fernández                Berzal                                      039S
0819790414000700211803601Leandro                  Vicente                  Arcones                                     034N
0819790414000700211803601Félix                    Barroso                  Corrales                                    000N
0819790414000700211803601Felipe                   Moreno                   Carretero                                   034N
0819790414000700211803601Deogracias               Fernández                García                                      001N
0819790414000700227005404Valentín                 Arcones                  García                                      053S
0819790414000700227005404Leonardo                 Benito                   Sánz                                        051S
0819790414000700227005404Gregorio                 Arcones                  Álvaro                                      055S
0819790414000700227005404Francisco                Barroso                  Álvaro                                      011N
0819790414000700227005404Eleuterio                Álvaro                   Sánz                                        048S
0819790414000800209800600Mª Dolores               Alcorta                  Haya                                        006N
0819790414000800227004405Salvador                 de Diego                 Illanas                                     037S
0819790414000800227004405Juan José                Mate                     Arribas                                     031S
0819790414000800227004405José                     Arranz                   Izquierdo                                   032S
0819790414000800227004405Jesús                    Bermúdez                 Mate                                        041S
0819790414000800227004405Domingo                  Gadea                    Muño                                        036S
0919790414000900209800100Joaquín                  Martínez                 Baena                                       001N
0919790414000900227003405Tomás                    Parra                    Melero                                      018S
0919790414000900227003405Pedro                    Llorente                 Melero                                      049S
0919790414000900227003405Juan Antonio             Páez                     Melero                                      021S
0919790414000900227003405Felipe                   Martín                   Puebla                                      021S
0919790414000900227003405Claudio                  Carravilla               Carravilla                                  027S
0919790414001100209800200José Luis                Pérez                    San José                                    002N
0919790414001100227001405Tomás                    Narro                    Illanas                                     010S
0919790414001100227001405Secundino                Barrio                   Narro                                       011S
0919790414001100227001405Paulino                  Berzal                   García                                      019S
0919790414001100227001405Andrés                   Calvo                    Illanas                                     014S
0919790414001100227001405Abundio                  Mate                     Blanco                                      004S
0819790414001300227006005Silviano                 Rojo                     de Dios                                     029S
0819790414001300227006005Maximiliano              Parra                    Arránz                                      054S
0819790414001300227006005Edmundo                  Hernándo                 de Dios                                     071S
0819790414001300227006005David                    de Dios                  Martín                                      045S
0819790414001300227006005Alfredo                  Asenjo                   Hernándo                                    044S
0819790414001400209800800Gonzálo                  Granero                  Velasco                                     008N
0819790414001400227004405Pablo                    Pérez                    Veros                                       045S
0819790414001400227004405Mauro                    Serrano                  Cabrillo                                    016S
0819790414001400227004405Julián                   Gil                      Pecharromán                                 041S
0819790414001400227004405Gregorio                 Herrero                  Lázaro                                      029S
0819790414001400227004405Domingo                  Pérez                    Veros                                       048S
0919790414001500209800000José Antonio             Masía                    Rodríguez                                   000N
0919790414001500216301902Marcos                   Heredero                 San Frutos                                  016N
0919790414001500216301902Manuel                   Martínez                 Pascual                                     011N
0919790414001500216301902Luis                     García                   Sanz                                        021S
0919790414001500216301902Lucio                    Heredero                 San Frutos                                  019S
0919790414001500216301902Inocente                 Chaves                   Herance                                     012N
0919790414001500227002503Marcial                  Iglesias                 García                                      018N
0919790414001500227002503Dalmacio                 Bernardos                Rodao                                       021S
0919790414001500227002503Benedicto                Agüero                   Merinero                                    026S
0919790414001500227002503Arturo                   Moreno                   Canora                                      018N
0919790414001500227002503Anastasio                Martínez                 Pascual                                     019S
0819790414001600209801400Luzdivina                Santos                   Simón                                       014N
0819790414001600227003805Miguel                   González                 Sanz                                        015S
0819790414001600227003805Julián                   Burgueño                 de Frutos                                   028S
0819790414001600227003805Juan                     Egido                    Arranz                                      043S
0819790414001600227003805Cesáreo                  Egido                    del Olmo                                    028S
0819790414001600227003805Antonio                  Burgueño                 San Juan                                    040S
0819790414001700209801000Carlos                   Coppel                   Hidalgo                                     010N
0819790414001700227005705Vidal                    Lázaro                   Montalvo                                    055S
0819790414001700227005705Ovidio                   Montalvo                 Martín                                      037S
0819790414001700227005705Honorio                  García                   Cecilia                                     039S
0819790414001700227005705Bonjilio                 Ayuso                    Martín                                      048S
0819790414001700227005705Alejandro                Antón                    Arribas                                     051S
0919790414001900209800100Félix                    Carretero                Rodríguez                                   001N
0919790410913300227002205Abilio                   Ruiz                     Ruiz                                        016S
0819790410913500227006705Venancio                 Marroquín                Gómez                                       033S
0819790410913500227006705Urbano                   Mateo                    Martínez                                    056S
0819790410913500227006705Jesús                    de Luis                  Cabello                                     064S
0819790410913500227006705Fermín                   Cortazar                 Díez                                        050S
0819790410913500227006705Eulogio                  Fernández                Gómez                                       065S
0819790410913800227006705Lorenzo                  Guijarro                 Martín                                      047S
0819790410913800227006705Juan Francisco           Madrigal                 Prad.                                       049S
0819790410913800227006705Florencio                Lázaro                   Merino                                      062S
0819790410913800227006705Elias                    González                 Poza                                        063S
0819790410913800227006705Alejandro                Domingo                  Sanz                                        050S
0819790410913900021805604Miguel                   Fuente                   Catalina                                    042S
0819790410913900021805604Luis                     Martínez                 Lázaro                                      031N
0819790410913900021805604Honorato                 Sualdea                  Sualdea                                     041S
0819790410913900021805604Hermenegildo             Sualdea                  A.                                          075S
0819790410913900021805604Félix                    Sualdea                  Rincón                                      036S
0819790410913900227003801Víctor                   Valentín                 Madrigal                                    034N
0819790410913900227003801Ubaldo                   Iglesias                 Rodilla                                     038S
0819790410913900227003801Mauro                    Sualdea                  Rodilla                                     027N
0819790410913900227003801Jesús                    Gonzalo                  Juarranz                                    036N
0819790410913900227003801Cleto                    Juarranz                 Lázaro                                      017N
0919790410914300227001405Luis M.                  Cuesta                   Santamaría                                  017S
0919790410914300227001405Julián                   Cuesta                   Lucas                                       004S
0919790410914300227001405Hilario                  Santamaría               Fuente                                      004S
0919790410914300227001405Basilio                  Lucas                    Cuesta                                      016S
0919790410914300227001405Antonio J.               Colina                   Alonso                                      016S
0819790410914400021804205Severiano                Gómez                    Palomero                                    049S
0819790410914400021804205Donato                   Peña                     Palomero                                    019S
0819790410914400021804205Asunción                 Arranz                   Gete                                        032S
0819790410914400021804205Antoliano                Gete                     Andrés                                      024S
0819790410914400021804205Andrés                   Contreras                Arranz                                      047S
0919790410914500227002305Eloy                     Cámara                   Alarcia                                     021S
0919790410914500227002305Domiciano                Barbero                  Hernando                                    021S
0919790410914500227002305Daniel                   Bartolomé                Bartolomé                                   018S
0919790410914500227002305Aurelio                  Puras                    Pinedo                                      018S
0919790410914500227002305Agustín                  Hernando                 Saiz                                        015S
0819790410914800227005205Sagrario                 Manzanal                 Maest.                                      044S
0819790410914800227005205Luis                     Miguel                   Díez                                        039S
0819790410914800227005205Hermógenes               Miguel                   Díez                                        033S
0819790410914800227005205Félix                    Pérez                    Pérez                                       045S
0819790410914800227005205Eduardo                  Amo                      García                                      047S
0819790410914900203005005Saturnino                Gómez                    Quecedo                                     038S
0819790410914900203005005Juan R.                  Ruiz                     Alonso                                      039S
0819790410914900203005005José A.                  Vélez                    Martínez                                    034S
0819790410914900203005005Fortunato                Ruiz                     Fuente                                      050S
0819790410914900203005005Florencio                Fernández                Ang.                                        039S
0919790410915500021801005Saturnino                Llorente                 Bajo                                        003S
0919790410915500021801005Marcos                   San Martín               Suald.                                      007S
0919790410915500021801005Florencio                Martínez                 Gar.                                        015S
0919790410915500021801005Celestino                San Mmartín              D.                                          015S
0919790410915500021801005Carlos                   Arranz                   Samaniego                                   002S
0819790410915900227002505Teodoro                  García                   Pérez                                       010S
0819790410915900227002505Luis                     Martínez                 Delgado                                     025S
0819790410915900227002505Jesús                    Martínes                 Delgado                                     035S
0819790410915900227002505César                    Arnáiz                   Santamaría                                  029S
0819790410915900227002505Cirilo                   Martínez                 Carrera                                     004S
0819790410916700227002405Máximo                   Peña                     Galerón                                     011S
0819790410916700227002405Justino                  Alcalde                  Mayor                                       028S
0819790410916700227002405Julio                    Pampliega                Rodríguez                                   026S
0819790410916700227002405Ismael                   Rodríguez                Pérez                                       021S
0819790410916700227002405Isidro                   Rodríguez                Gardia                                      011S
0819790410916900021805605Teodoro                  Arreba                   Marijuan                                    020S
0819790410916900021805605Simeón                   Blanco                   Domingo                                     028S
0819790410916900021805605Román                    Juarros                  Alonso                                      042S
0819790410916900021805605Orestes                  Blanco                   Domingo                                     014N
0819790410916900021805605José                     Arreba                   Marijuan                                    015N
0819790413404800183306705Teodosio                 Agúndez                  Ruiz                                        009N
0819790413404800183306705Miguel Ángel             Martín                   Martín                                      007N
0819790413404800183306705Mariano                  Ortega                   Blanco                                      031S
0819790413404800183306705Luis                     Romo                     Romo                                        028N
0819790413404800183306705José Mª                  Ramos                    Martínez                                    055S
0819790413404800183306705César                    Martín                   Herrero                                     025N
0819790413404800183306705Benito                   Tejerina                 Delgado                                     036S
0819790413404800183306705Alberto                  Gutiérrez                Calderón                                    039S
0819790413406300183305305Pedro                    de los Mozos             del Río                                     044S
0819790413406300183305305Jesús                    Castrillo                García                                      038S
0819790413406300183305305Javier                   de los Mozos             González                                    042S
0819790413406300183305305Enrique                  Palacios                 García                                      040S
0819790413406300183305305Aloides                  Español                  Martínez                                    049S
0819790413406600183310205Ángel                    Muñoz                    Laso                                        011N
0819790413406600183310205Ursinio                  Vitoria                  Arroyo                                      054S
0819790413406600183310205Juan                     García                   Palomo                                      017N
0819790413406600183310205Jesús                    Tomé                     Tomé                                        036N
0819790413406600183310205Guillermo                Aragón                   Lázaro                                      022N
0819790413406600183310205Gaudencio José Mª        Gaisán                   Doncel                                      049S
0819790413406600183310205Félix                    Gómez                    García                                      021N
0819790413406600183310205Eutiquio                 Gaisán                   Valle                                       083S
0819790413406600183310205Epifanio                 Fombellida               Valle                                       061S
0819790413406600183310205Benito                   Rafael                   Carbajosa                                   054S
0819790413406800183302305Victorino                Merino                   Bravo                                       044S
0819790413406800183302305Timoteo                  Cosgaya                  Calvo                                       010S
0819790413406800183302305Priscilo                 Martín                   Alonso                                      011S
0819790413406800183302305Evelio                   Fernández                Calvo                                       014S
0819790413406800183302305Delfín                   Alonso                   Martín                                      013S
0819790413408100094902600Ramón                    Alonso                   Cermeño                                     005N
0819790413408100094902600Petronilo                Alonso                   Rodríguez                                   036N
0819790413408100094902600Maximino José            Urbón                    Helguera                                    019N
0819790413408100094902600Leoncio                  Urbón                    Martín                                      020N
0819790413408100094902600José Luis                Maraña                   Alonso                                      027N
0819790413408100183308005Teodoro                  Vega                     Álvarez                                     061S
0819790413408100183308005Juan Mª                  González                 Gago                                        066S
0819790413408100183308005José Mª                  González                 Maraña                                      082S
0819790413408100183308005Félix                    Gago                     Aparicio                                    059S
0819790413408100183308005Feliciano                González                 Carmeño                                     055S
0819790413408400183302405Ángel                    Guijas                   de los Mozos                                007N
0819790413408400183302405Urbano                   Prieto                   Sendino                                     020N
0819790413408400183302405Ubaldo                   Sendino                  Arroyo                                      041N
0819790413408400183302405Servando                 Prieto                   Calleja                                     020N
0819790413408400183302405Mariano                  González                 Arroyo                                      019N
0819790413408400183302405Laudelino                Pérez                    Guijas                                      053S
0819790413408400183302405Julio                    Prieto                   Tapia                                       022N
0819790413408400183302405José Luis                Prieto                   Tapia                                       008N
0819790413408400183302405José Luis                Guijas                   Molinero                                    044S
0819790413408400183302405José Antonio             Varas                    Verano                                      044S
0819790413408400183302405José                     Frías                    Maestro                                     009N
0819790413408400183302405Jesús Ángel              Royuela                  Arroyo                                      008N
0819790413408400183302405Francisco                Baranda                  del Val                                     042S
0819790413408400183302405Diosdado                 Calleja                  Serrano                                     018N
0819790413408400183302405Carlos                   Prieto                   Prieto                                      009N
0819790413408400183302405Carlos                   Calleja                  Santamaría                                  012N
0819790413408400183302405Bonifacio                Villaverde               Cascajar                                    008N
0819790413408400183302405Blanca Mª                Pérez                    Guijas                                      015N
0819790413408400183302405Artemio                  Román                    Lezcano                                     015N
0819790413408400183302405Amador                   González                 Arroyo                                      067S
0819790413408600183305205Julián                   Pastor                   Hijarrubia                                  047S
0819790413408600183305205Ignacio                  Hijarrubia               Hijarrubia                                  038S
0819790413408600183305205Francisco                Abarquero                Coloma                                      061S
0819790413408600183305205Elías                    Abarquero                Coloma                                      027S
0819790413408600183305205Baudilio                 Población                Villacorta                                  035S
0819790413408600209800000Miguel Ángel             Adrián                   Gutiérrez                                   000N
0819790413408600209800000Ana Rosa                 Garro                    Guilarte                                    000N
0819790410941900227003405Bernardo                 Caño                     Caño                                        015S
0819790410941900227003405Abilio                   Cerezo                   Moreno                                      024S
0819790410942000227002205Severino                 Vesga                    Gómez                                       030S
0819790410942000227002205Natalio                  Gómez                    del Hoyo                                    009S
0819790410942000227002205Miguel                   Torres                   España                                      021S
0819790410942000227002205Manuel                   Gómez                    Gómez                                       012S
0819790410942000227002205Fernando                 Gómez                    Torme                                       016S
0919790410942200227002305Juan                     Ruiz                     González                                    014S
0919790410942200227002305José A.                  Palma                    Osua                                        017S
0919790410942200227002305Gabriel                  de la Torre              Alosno                                      017S
0919790410942200227002305Federico                 Ruiz                     Gómez                                       021S
0919790410942200227002305Elías                    Ojeda                    Palma                                       025S
0919790414022600227001105Vicente                  Encinas                  Ibáñez                                      007S
0919790414022600227001105Paulino                  Marina                   Arránz                                      007S
0919790414022600227001105Justo                    Arránz                   Marina                                      011S
0919790414022600227001105Ignacio                  Márquez y                Márquez                                     016S
0919790414022600227001105Dionisio                 Encinas                  Ibáñez                                      006S
0819790414022900227002505Mariano                  Benito                   Montes                                      015S
0819790414022900227002505Jesús                    Benito                   del Cura                                    020S
0819790414022900227002505Felipe                   García                   Isidoro                                     026S
0819790414022900227002505Eduardo                  Moral                    de Blas                                     023S
0819790414022900227002505Antonino                 Antón                    Almendariz                                  018S
0819790414023000099204703Lucio                    Aguado                   Vicente                                     031N
0819790414023000099204703José Luis                Jiménez                  González                                    045S
0819790414023000099204703Cruz                     Rincón                   Fraile                                      035S
0819790414023000099204703Casto                    Rincón                   Minguela                                    054S
0819790414023000099204703Andrés                   Sanz                     Torrejón                                    023N
0819790414023000209800300Jesús María              Arriaga                  García de Andoaín                           003N
0819790414023000227004102Teodoro                  San                      Torrejón                                    042S
0819790414023000227004102Pedro                    Lázaro                   Sobrino                                     030N
0819790414023000227004102Natalio                  Yague                    Recio                                       036S
0819790414023000227004102Emiliano                 Miranda                  Velázquez                                   030N
0819790414023000227004102Benito                   Aranda                   González                                    027N
0819790414200300227005505Emilio                   Egido                    Gutiérrez                                   046S
0819790414200300227005505Emiliano                 Jiménez                  Yubero                                      039S
0819790414200300227005505Calixto                  Andrés                   Jiménez                                     063S
0819790414200300227005505Benjamín                 Hernando                 Molinero                                    029S
0819790414200300227005505Alberto                  Pascual                  Lapeña                                      044S
